track_id,first_frame,last_frame,duration_seconds,total_distance_pixels,average_speed_pixels_per_second,min_x,max_x,min_y,max_y,path_length
701,1070,1123,1.7666666666666657,99.68251258986868,56.424063730114376,34,127,122,139,54
702,1072,1108,1.1999999999999957,73.57612422219852,61.313436851832314,2397,2424,235,301,37
703,1077,1123,1.5333333333333314,425.7538580091316,277.6655595711731,1597,1840,696,794,47
704,1078,1108,1.0,599.1308473598891,599.1308473598891,661,1228,1207,1400,31
705,1080,1110,1.0,139.3905370369863,139.3905370369863,535,647,-71,11,31
706,1081,1123,1.3999999999999986,270.0137227857633,192.866944846974,1760,2011,442,502,43
708,1088,1121,1.1000000000000014,88.86200466220976,80.78364060200876,2412,2472,202,265,34
710,1096,1123,0.8999999999999986,53.973511238318984,59.970568042576744,2469,2483,9,56,28
711,1101,1123,0.7333333333333272,66.5419514283636,90.73902467504205,2426,2449,176,238,23
713,1102,1123,0.6999999999999957,608.7083426260727,869.5833466086807,-376,209,472,589,22
719,1111,1123,0.3999999999999986,78.7262721394305,196.81568034857696,1934,1983,445,504,13
720,1113,1123,0.3333333333333286,27.032759252836126,81.09827775850952,2440,2445,185,211,11
721,1117,1123,0.19999999999999574,6.414213562373095,32.07106781186616,2361,2366,335,336,7
723,1118,1123,0.1666666666666643,10.39834563766817,62.3900738260099,2318,2319,316,326,6
725,1119,1123,0.13333333333333286,60.628572010297944,454.71429007723617,811,832,1432,1476,5
726,1121,1123,0.06666666666666288,31.171521989657354,467.5728298448869,2794,2825,109,112,3
